userName,content,score,at,cleaning,case_folding,token,normalization,stopword,negation,stemming
Ariena Azzarine,Gamenya bagus! Tapi Energinya cepet habis+ susah penuh.,4,2021-06-27 11:13:44,Gamenya bagus Tapi Energinya cepet habis susah penuh,gamenya bagus tapi energinya cepet habis susah penuh,"['gamenya', 'bagus', 'tapi', 'energinya', 'cepet', 'habis', 'susah', 'penuh']","['gamenya', 'bagus', 'tapi', 'energinya', 'cepat', 'habis', 'susah', 'penuh']","['gamenya', 'bagus', 'energinya', 'cepat', 'habis', 'susah', 'penuh']","['gamenya', 'bagus', 'energinya', 'cepat', 'habis', 'susah', 'penuh']","['gamenya', 'bagus', 'energi', 'cepat', 'habis', 'susah', 'penuh']"
firman tri,"Server not responding, please try again in 15 minute Ps.. One week ago",2,2021-06-27 08:46:31,Server not responding please try again in  minute Ps One week ago,server not responding please try again in  minute ps one week ago,"['server', 'not', 'responding', 'please', 'try', 'again', 'in', 'minute', 'ps', 'one', 'week', 'ago']","['server', 'tidak', 'merespon', 'tolong', 'coba', 'lagi', 'di', 'dalam', 'menit', 'pas', 'satu', 'minggu', 'yang', 'lalu']","['server', 'tidak', 'merespon', 'tolong', 'coba', 'menit', 'pas', 'minggu']","['server', 'tidak_merespon', 'tolong', 'coba', 'menit', 'pas', 'minggu']","['server', 'tidak merespon', 'tolong', 'coba', 'menit', 'pas', 'minggu']"
Arya Iyah (Kadal),Lama energinya.,1,2021-06-27 02:03:43,Lama energinya,lama energinya,"['lama', 'energinya']","['lama', 'energinya']",['energinya'],['energinya'],['energi']
hiskia ahmad,Good..tp masih lihat dlu..,3,2021-06-26 07:39:24,Goodtp masih lihat dlu,goodtp masih lihat dlu,"['goodtp', 'masih', 'lihat', 'dlu']","['bagus', 'tapi', 'masih', 'lihat', 'dulu']",['bagus'],['bagus'],['bagus']
Sayed Muhammad,TOLONG PENGISI ENERGI NYA LEBIH DI CEPATKAN,5,2021-06-26 06:35:35,TOLONG PENGISI ENERGI NYA LEBIH DI CEPATKAN,tolong pengisi energi nya lebih di cepatkan,"['tolong', 'pengisi', 'energi', 'nya', 'lebih', 'di', 'cepatkan']","['tolong', 'pengisi', 'energi', 'ya', 'lebih', 'di', 'cepatkan']","['tolong', 'pengisi', 'energi', 'cepatkan']","['tolong', 'pengisi', 'energi', 'cepatkan']","['tolong', 'isi', 'energi', 'cepat']"
Hendra Maulana,Mantap,5,2021-06-26 06:04:54,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],['mantap']
Luke Aprilya,Love it love it,5,2021-06-26 05:38:37,Love it love it,love it love it,"['love', 'it', 'love', 'it']","['cinta', 'itu', 'cinta', 'itu']","['cinta', 'cinta']","['cinta', 'cinta']","['cinta', 'cinta']"
Busuwardi Mamahebring,Ok,4,2021-06-25 09:31:35,Ok,ok,['ok'],['ok'],['ok'],['ok'],['ok']
Andi Alfian Aqshal (PC),good for you,5,2021-06-25 03:40:21,good for you,good for you,"['good', 'for', 'you']","['bagus', 'untuk', 'you']","['bagus', 'you']","['bagus', 'you']","['bagus', 'you']"
Kireina Himawari,YOO! this games is legit guys. worth your time ! i bet you ! go download and play,5,2021-06-25 02:39:07,YOO this games is legit guys worth your time  i bet you  go download and play,yoo this games is legit guys worth your time  i bet you  go download and play,"['yoo', 'this', 'games', 'is', 'legit', 'guys', 'worth', 'your', 'time', 'i', 'bet', 'you', 'go', 'download', 'and', 'play']","['ya', 'ini', 'games', 'adalah', 'asli', 'guys', 'berharga', 'your', 'waktu', 'saya', 'banget', 'you', 'pergi', 'unduh', 'dan', 'main']","['games', 'asli', 'guys', 'berharga', 'your', 'waktu', 'banget', 'you', 'pergi', 'unduh', 'main']","['games', 'asli', 'guys', 'berharga', 'your', 'waktu', 'banget', 'you', 'pergi', 'unduh', 'main']","['games', 'asli', 'guys', 'harga', 'your', 'waktu', 'banget', 'you', 'pergi', 'unduh', 'main']"
Dian Novi,Good,5,2021-06-25 01:24:09,Good,good,['good'],['bagus'],['bagus'],['bagus'],['bagus']
Randy Setyaprana,Energy run out so fast,4,2021-06-24 16:32:05,Energy run out so fast,energy run out so fast,"['energy', 'run', 'out', 'so', 'fast']","['energi', 'jalan', 'keluar', 'jadi', 'cepat']","['energi', 'jalan', 'cepat']","['energi', 'jalan', 'cepat']","['energi', 'jalan', 'cepat']"
Barry Kromo (BaRrY),need more energy,2,2021-06-24 05:03:49,need more energy,need more energy,"['need', 'more', 'energy']","['perlu', 'lebih', 'energi']",['energi'],['energi'],['energi']
Etin Nurliatin,Good game,5,2021-06-23 14:45:59,Good game,good game,"['good', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Sabiha Batubara,punya saya kok enggak bisa dibuka ya tolong di jawab,1,2021-06-23 10:11:46,punya saya kok enggak bisa dibuka ya tolong di jawab,punya saya kok enggak bisa dibuka ya tolong di jawab,"['punya', 'saya', 'kok', 'enggak', 'bisa', 'dibuka', 'ya', 'tolong', 'di', 'jawab']","['punya', 'saya', 'kok', 'tidak', 'bisa', 'dibuka', 'ya', 'tolong', 'di', 'jawab']","['tidak', 'dibuka', 'tolong']","['tidak_dibuka', 'tolong']","['tidak buka', 'tolong']"
Yemima Patay (Mima),"Gamenya seru, ini game terbaik. Gw nggak nyangka akan sebagus ini, apalagi gerak"" trus buat pake belajar inggris juga, this game verry good ❤",5,2021-06-23 08:01:33,Gamenya seru ini game terbaik Gw nggak nyangka akan sebagus ini apalagi gerak trus buat pake belajar inggris juga this game verry good ,gamenya seru ini game terbaik gw nggak nyangka akan sebagus ini apalagi gerak trus buat pake belajar inggris juga this game verry good ,"['gamenya', 'seru', 'ini', 'game', 'terbaik', 'gw', 'nggak', 'nyangka', 'akan', 'sebagus', 'ini', 'apalagi', 'gerak', 'trus', 'buat', 'pake', 'belajar', 'inggris', 'juga', 'this', 'game', 'verry', 'good']","['gamenya', 'seru', 'ini', 'game', 'terbaik', 'saya', 'tidak', 'kira', 'akan', 'sebagus', 'ini', 'apalagi', 'gerak', 'terus', 'buat', 'pakai', 'belajar', 'inggris', 'juga', 'ini', 'game', 'sangat', 'bagus']","['gamenya', 'seru', 'game', 'terbaik', 'tidak', 'sebagus', 'gerak', 'pakai', 'belajar', 'inggris', 'game', 'bagus']","['gamenya', 'seru', 'game', 'terbaik', 'tidak_sebagus', 'gerak', 'pakai', 'belajar', 'inggris', 'game', 'bagus']","['gamenya', 'seru', 'game', 'baik', 'tidak bagus', 'gerak', 'pakai', 'ajar', 'inggris', 'game', 'bagus']"
erik Permana,"Nice game , tapi isi energy nya lama",5,2021-06-22 18:40:42,Nice game  tapi isi energy nya lama,nice game  tapi isi energy nya lama,"['nice', 'game', 'tapi', 'isi', 'energy', 'nya', 'lama']","['bagus', 'game', 'tapi', 'isi', 'energi', 'ya', 'lama']","['bagus', 'game', 'isi', 'energi']","['bagus', 'game', 'isi', 'energi']","['bagus', 'game', 'isi', 'energi']"
mayang mifta,"sebel banget lamaaa bgt energi nya ngisi, trus boros bgt energi baru main ga ada 5 menit udah habis energinya. padahal grafik dan games nya bagus dah lah",1,2021-06-22 16:47:20,sebel banget lamaaa bgt energi nya ngisi trus boros bgt energi baru main ga ada  menit udah habis energinya padahal grafik dan games nya bagus dah lah,sebel banget lamaaa bgt energi nya ngisi trus boros bgt energi baru main ga ada  menit udah habis energinya padahal grafik dan games nya bagus dah lah,"['sebel', 'banget', 'lamaaa', 'bgt', 'energi', 'nya', 'ngisi', 'trus', 'boros', 'bgt', 'energi', 'baru', 'main', 'ga', 'ada', 'menit', 'udah', 'habis', 'energinya', 'padahal', 'grafik', 'dan', 'games', 'nya', 'bagus', 'dah', 'lah']","['sebal', 'banget', 'lama', 'banget', 'energi', 'ya', 'isi', 'terus', 'boros', 'banget', 'energi', 'baru', 'main', 'tidak', 'ada', 'menit', 'sudah', 'habis', 'energinya', 'padahal', 'grafik', 'dan', 'games', 'ya', 'bagus', 'deh', 'lah']","['sebal', 'banget', 'banget', 'energi', 'isi', 'boros', 'banget', 'energi', 'main', 'tidak', 'menit', 'habis', 'energinya', 'grafik', 'games', 'bagus', 'deh']","['sebal', 'banget', 'banget', 'energi', 'isi', 'boros', 'banget', 'energi', 'main', 'tidak_menit', 'habis', 'energinya', 'grafik', 'games', 'bagus', 'deh']","['sebal', 'banget', 'banget', 'energi', 'isi', 'boros', 'banget', 'energi', 'main', 'tidak menit', 'habis', 'energi', 'grafik', 'games', 'bagus', 'deh']"
Chairun Nisa,Gamenya seru sih... Tapi sayangnya energinya lama penuh... Klo bisa energinya dimudahin dapatnya...,4,2021-06-22 06:58:05,Gamenya seru sih Tapi sayangnya energinya lama penuh Klo bisa energinya dimudahin dapatnya,gamenya seru sih tapi sayangnya energinya lama penuh klo bisa energinya dimudahin dapatnya,"['gamenya', 'seru', 'sih', 'tapi', 'sayangnya', 'energinya', 'lama', 'penuh', 'klo', 'bisa', 'energinya', 'dimudahin', 'dapatnya']","['gamenya', 'seru', 'sih', 'tapi', 'sayangnya', 'energinya', 'lama', 'penuh', 'kalau', 'bisa', 'energinya', 'dimudahin', 'dapatnya']","['gamenya', 'seru', 'sih', 'sayangnya', 'energinya', 'penuh', 'energinya', 'dimudahin', 'dapatnya']","['gamenya', 'seru', 'sih', 'sayangnya', 'energinya', 'penuh', 'energinya', 'dimudahin', 'dapatnya']","['gamenya', 'seru', 'sih', 'sayang', 'energi', 'penuh', 'energi', 'dimudahin', 'dapat']"
ZZ Argos,Game-nya keren!! Mantap!!,5,2021-06-22 01:43:52,Gamenya keren Mantap,gamenya keren mantap,"['gamenya', 'keren', 'mantap']","['gamenya', 'keren', 'mantap']","['gamenya', 'keren', 'mantap']","['gamenya', 'keren', 'mantap']","['gamenya', 'keren', 'mantap']"
Iffah Achmad,beautiful ❤️❤️❤️,5,2021-06-21 14:00:46,beautiful ,beautiful ,['beautiful'],['cantik'],['cantik'],['cantik'],['cantik']
abiepanca cakra,Bagusss,4,2021-06-21 11:28:21,Bagusss,bagusss,['bagusss'],['bagus'],['bagus'],['bagus'],['bagus']
tommy mone,Baru diinstal langsung nga bisa lepas.,5,2021-06-21 08:27:24,Baru diinstal langsung nga bisa lepas,baru diinstal langsung nga bisa lepas,"['baru', 'diinstal', 'langsung', 'nga', 'bisa', 'lepas']","['baru', 'diinstal', 'langsung', 'tidak', 'bisa', 'lepas']","['diinstal', 'tidak', 'lepas']","['diinstal', 'tidak_lepas']","['diinstal', 'tidak lepas']"
Christian Garry,Great job,5,2021-06-21 07:13:06,Great job,great job,"['great', 'job']","['bagus', 'pekerjaan']","['bagus', 'pekerjaan']","['bagus', 'pekerjaan']","['bagus', 'kerja']"
Derry Gilbert,"Gamenya bagus, grafiknya bagus 👍👍",5,2021-06-20 22:24:05,Gamenya bagus grafiknya bagus ,gamenya bagus grafiknya bagus ,"['gamenya', 'bagus', 'grafiknya', 'bagus']","['gamenya', 'bagus', 'grafiknya', 'bagus']","['gamenya', 'bagus', 'grafiknya', 'bagus']","['gamenya', 'bagus', 'grafiknya', 'bagus']","['gamenya', 'bagus', 'grafik', 'bagus']"
Umi Raziq,Goodgame...,5,2021-06-20 08:05:19,Goodgame,goodgame,['goodgame'],"['good', 'game']","['good', 'game']","['good', 'game']","['good', 'game']"
Andhie Nasra,Good game,5,2021-06-19 19:24:30,Good game,good game,"['good', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Atek Tea,Tolong utk pengisian energy agar lbh cepat...jgn 1 per 8 menit...kelamaan ngisi nya.. 1 per 2 menit aja...biar bs lbh panjang utk bermain nya...ng kelamaan...tolong bos dipercepat pengisian energy gratisnya..makasi,5,2021-06-19 03:35:31,Tolong utk pengisian energy agar lbh cepatjgn  per  menitkelamaan ngisi nya  per  menit ajabiar bs lbh panjang utk bermain nyang kelamaantolong bos dipercepat pengisian energy gratisnyamakasi,tolong utk pengisian energy agar lbh cepatjgn  per  menitkelamaan ngisi nya  per  menit ajabiar bs lbh panjang utk bermain nyang kelamaantolong bos dipercepat pengisian energy gratisnyamakasi,"['tolong', 'utk', 'pengisian', 'energy', 'agar', 'lbh', 'cepatjgn', 'per', 'menitkelamaan', 'ngisi', 'nya', 'per', 'menit', 'ajabiar', 'bs', 'lbh', 'panjang', 'utk', 'bermain', 'nyang', 'kelamaantolong', 'bos', 'dipercepat', 'pengisian', 'energy', 'gratisnyamakasi']","['tolong', 'untuk', 'pengisian', 'energi', 'agar', 'lebih', 'cepat', 'jangan', 'per', 'menit', 'kelamaan', 'isi', 'ya', 'per', 'menit', 'saja', 'biar', 'bisa', 'lebih', 'panjang', 'untuk', 'bermain', 'yang', 'kelamaan', 'tolong', 'bos', 'dipercepat', 'pengisian', 'energi', 'gratisnya', 'makasi']","['tolong', 'pengisian', 'energi', 'cepat', 'jangan', 'menit', 'isi', 'menit', 'biar', 'bermain', 'tolong', 'bos', 'dipercepat', 'pengisian', 'energi', 'gratisnya', 'makasi']","['tolong', 'pengisian', 'energi', 'cepat', 'tidak_menit', 'isi', 'menit', 'biar', 'bermain', 'tolong', 'bos', 'dipercepat', 'pengisian', 'energi', 'gratisnya', 'makasi']","['tolong', 'isi', 'energi', 'cepat', 'tidak menit', 'isi', 'menit', 'biar', 'main', 'tolong', 'bos', 'cepat', 'isi', 'energi', 'gratis', 'makas']"
Reny Arum,Game mantapppp... penuh teka teki.. harus teliti..,5,2021-06-18 17:56:19,Game mantapppp penuh teka teki harus teliti,game mantapppp penuh teka teki harus teliti,"['game', 'mantapppp', 'penuh', 'teka', 'teki', 'harus', 'teliti']","['game', 'mantap', 'penuh', 'teka', 'teki', 'harus', 'teliti']","['game', 'mantap', 'penuh', 'teka', 'teki', 'teliti']","['game', 'mantap', 'penuh', 'teka', 'teki', 'teliti']","['game', 'mantap', 'penuh', 'teka', 'teki', 'teliti']"
Vara,"Anjirrrr bagus banget sumpah, karakternya gerak2, ada komik juga, teka teki nya juga lumayan, ga terlalu susah atau ga terlalu mudah, kalo ada yg nyari game santai tapi teka teki cocok banget loh, cuman sayangnya energinya boros banget, masa salah mencet barang dikurangin 5 energinya, udh barangnya mini mini lagi, itu aja sih sarannya",5,2021-06-18 12:15:27,Anjirrrr bagus banget sumpah karakternya gerak ada komik juga teka teki nya juga lumayan ga terlalu susah atau ga terlalu mudah kalo ada yg nyari game santai tapi teka teki cocok banget loh cuman sayangnya energinya boros banget masa salah mencet barang dikurangin  energinya udh barangnya mini mini lagi itu aja sih sarannya,anjirrrr bagus banget sumpah karakternya gerak ada komik juga teka teki nya juga lumayan ga terlalu susah atau ga terlalu mudah kalo ada yg nyari game santai tapi teka teki cocok banget loh cuman sayangnya energinya boros banget masa salah mencet barang dikurangin  energinya udh barangnya mini mini lagi itu aja sih sarannya,"['anjirrrr', 'bagus', 'banget', 'sumpah', 'karakternya', 'gerak', 'ada', 'komik', 'juga', 'teka', 'teki', 'nya', 'juga', 'lumayan', 'ga', 'terlalu', 'susah', 'atau', 'ga', 'terlalu', 'mudah', 'kalo', 'ada', 'yg', 'nyari', 'game', 'santai', 'tapi', 'teka', 'teki', 'cocok', 'banget', 'loh', 'cuman', 'sayangnya', 'energinya', 'boros', 'banget', 'masa', 'salah', 'mencet', 'barang', 'dikurangin', 'energinya', 'udh', 'barangnya', 'mini', 'mini', 'lagi', 'itu', 'aja', 'sih', 'sarannya']","['anjir', 'bagus', 'banget', 'sumpah', 'karakternya', 'gerak', 'ada', 'komik', 'juga', 'teka', 'teki', 'ya', 'juga', 'lumayan', 'tidak', 'terlalu', 'susah', 'atau', 'tidak', 'terlalu', 'mudah', 'kalau', 'ada', 'yang', 'cari', 'game', 'santai', 'tapi', 'teka', 'teki', 'cocok', 'banget', 'loh', 'cuman', 'sayangnya', 'energinya', 'boros', 'banget', 'masa', 'salah', 'mencet', 'barang', 'dikurangin', 'energinya', 'sudah', 'barangnya', 'mini', 'mini', 'lagi', 'itu', 'saja', 'sih', 'sarannya']","['anjir', 'bagus', 'banget', 'sumpah', 'karakternya', 'gerak', 'komik', 'teka', 'teki', 'lumayan', 'tidak', 'susah', 'tidak', 'mudah', 'cari', 'game', 'santai', 'teka', 'teki', 'cocok', 'banget', 'loh', 'cuman', 'sayangnya', 'energinya', 'boros', 'banget', 'salah', 'mencet', 'barang', 'dikurangin', 'energinya', 'barangnya', 'mini', 'mini', 'sih', 'sarannya']","['anjir', 'bagus', 'banget', 'sumpah', 'karakternya', 'gerak', 'komik', 'teka', 'teki', 'lumayan', 'tidak_susah', 'tidak_mudah', 'cari', 'game', 'santai', 'teka', 'teki', 'cocok', 'banget', 'loh', 'cuman', 'sayangnya', 'energinya', 'boros', 'banget', 'salah', 'mencet', 'barang', 'dikurangin', 'energinya', 'barangnya', 'mini', 'mini', 'sih', 'sarannya']","['anjir', 'bagus', 'banget', 'sumpah', 'karakter', 'gerak', 'komik', 'teka', 'teki', 'lumayan', 'tidak susah', 'tidak mudah', 'cari', 'game', 'santai', 'teka', 'teki', 'cocok', 'banget', 'loh', 'cuman', 'sayang', 'energi', 'boros', 'banget', 'salah', 'mencet', 'barang', 'rangin', 'energi', 'barang', 'mini', 'mini', 'sih', 'saran']"
Subchan Kurniawan,Saya suka game nya,5,2021-06-18 11:35:33,Saya suka game nya,saya suka game nya,"['saya', 'suka', 'game', 'nya']","['saya', 'suka', 'game', 'ya']","['suka', 'game']","['suka', 'game']","['suka', 'game']"
Naufal Adli Marvi,"Energi boros, recovery nya lama bet",1,2021-06-18 07:51:22,Energi boros recovery nya lama bet,energi boros recovery nya lama bet,"['energi', 'boros', 'recovery', 'nya', 'lama', 'bet']","['energi', 'boros', 'pemulihan', 'ya', 'lama', 'banget']","['energi', 'boros', 'pemulihan', 'banget']","['energi', 'boros', 'pemulihan', 'banget']","['energi', 'boros', 'pulih', 'banget']"
SAFIRA NURUL IKSAN,"Bagus, hanya saja untuk mengumpulkan energy nya terlalu lama",4,2021-06-17 02:57:28,Bagus hanya saja untuk mengumpulkan energy nya terlalu lama,bagus hanya saja untuk mengumpulkan energy nya terlalu lama,"['bagus', 'hanya', 'saja', 'untuk', 'mengumpulkan', 'energy', 'nya', 'terlalu', 'lama']","['bagus', 'hanya', 'saja', 'untuk', 'mengumpulkan', 'energi', 'ya', 'terlalu', 'lama']","['bagus', 'mengumpulkan', 'energi']","['bagus', 'mengumpulkan', 'energi']","['bagus', 'kumpul', 'energi']"
Dita Firmanti,Good games but took many time for recharging the energy 😪,5,2021-06-17 02:44:02,Good games but took many time for recharging the energy ,good games but took many time for recharging the energy ,"['good', 'games', 'but', 'took', 'many', 'time', 'for', 'recharging', 'the', 'energy']","['bagus', 'games', 'tapi', 'mengambil', 'banyak', 'waktu', 'untuk', 'mengisi', 'ulang', 'the', 'energi']","['bagus', 'games', 'mengambil', 'waktu', 'mengisi', 'ulang', 'the', 'energi']","['bagus', 'games', 'mengambil', 'waktu', 'mengisi', 'ulang', 'the', 'energi']","['bagus', 'games', 'ambil', 'waktu', 'isi', 'ulang', 'the', 'energi']"
ini_sial FS,Good,5,2021-06-17 01:17:39,Good,good,['good'],['bagus'],['bagus'],['bagus'],['bagus']
Dede Hamzah,Nice,5,2021-06-16 20:07:29,Nice,nice,['nice'],['bagus'],['bagus'],['bagus'],['bagus']
muhammad akkal,Kekuatannya cepat habis,3,2021-06-16 02:25:05,Kekuatannya cepat habis,kekuatannya cepat habis,"['kekuatannya', 'cepat', 'habis']","['kekuatannya', 'cepat', 'habis']","['kekuatannya', 'cepat', 'habis']","['kekuatannya', 'cepat', 'habis']","['kuat', 'cepat', 'habis']"
Zaky Amir HY,"Nice,,.",4,2021-06-15 12:54:54,Nice,nice,['nice'],['bagus'],['bagus'],['bagus'],['bagus']
Sucia Resky,Nice,4,2021-06-15 10:58:41,Nice,nice,['nice'],['bagus'],['bagus'],['bagus'],['bagus']
Mochamad Afifuddin,A great game,5,2021-06-13 07:09:41,A great game,a great game,"['a', 'great', 'game']","['a', 'bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
king geming,Bagus saya suka,5,2021-06-13 07:06:13,Bagus saya suka,bagus saya suka,"['bagus', 'saya', 'suka']","['bagus', 'saya', 'suka']","['bagus', 'suka']","['bagus', 'suka']","['bagus', 'suka']"
Fitri Hubu,Sangat bagus gamenya,5,2021-06-12 23:58:43,Sangat bagus gamenya,sangat bagus gamenya,"['sangat', 'bagus', 'gamenya']","['sangat', 'bagus', 'gamenya']","['bagus', 'gamenya']","['bagus', 'gamenya']","['bagus', 'gamenya']"
Ermansyah Saiman,Murder in alpens 2 belum ada yaa...???,5,2021-06-12 13:09:42,Murder in alpens  belum ada yaa,murder in alpens  belum ada yaa,"['murder', 'in', 'alpens', 'belum', 'ada', 'yaa']","['pembunuhan', 'di', 'dalam', 'alpens', 'belum', 'ada', 'ya']","['pembunuhan', 'alpens', 'belum']","['pembunuhan', 'alpens']","['bunuh', 'alpens']"
Monika Zen,need a new storyyyy,5,2021-06-11 23:12:40,need a new storyyyy,need a new storyyyy,"['need', 'a', 'new', 'storyyyy']","['perlu', 'a', 'baru', 'cerita']",['cerita'],['cerita'],['cerita']
cha ji won,Bagus bgt,5,2021-06-11 15:55:59,Bagus bgt,bagus bgt,"['bagus', 'bgt']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']"
Neia Wan,"Game nya bagus, tapi energinya boros banget nunggu penuh energi butuh 2hari.. parah",3,2021-06-11 13:42:31,Game nya bagus tapi energinya boros banget nunggu penuh energi butuh hari parah,game nya bagus tapi energinya boros banget nunggu penuh energi butuh hari parah,"['game', 'nya', 'bagus', 'tapi', 'energinya', 'boros', 'banget', 'nunggu', 'penuh', 'energi', 'butuh', 'hari', 'parah']","['game', 'ya', 'bagus', 'tapi', 'energinya', 'boros', 'banget', 'tunggu', 'penuh', 'energi', 'butuh', 'hari', 'parah']","['game', 'bagus', 'energinya', 'boros', 'banget', 'tunggu', 'penuh', 'energi', 'butuh', 'parah']","['game', 'bagus', 'energinya', 'boros', 'banget', 'tunggu', 'penuh', 'energi', 'butuh', 'parah']","['game', 'bagus', 'energi', 'boros', 'banget', 'tunggu', 'penuh', 'energi', 'butuh', 'parah']"
Ayun Zunaizah_Q,"Suka sih, bagus. cuman poinnya cepet habis. Jd harus nunggu atau beli",4,2021-06-11 05:02:35,Suka sih bagus cuman poinnya cepet habis Jd harus nunggu atau beli,suka sih bagus cuman poinnya cepet habis jd harus nunggu atau beli,"['suka', 'sih', 'bagus', 'cuman', 'poinnya', 'cepet', 'habis', 'jd', 'harus', 'nunggu', 'atau', 'beli']","['suka', 'sih', 'bagus', 'cuman', 'poinnya', 'cepat', 'habis', 'jadi', 'harus', 'tunggu', 'atau', 'beli']","['suka', 'sih', 'bagus', 'cuman', 'poinnya', 'cepat', 'habis', 'tunggu', 'beli']","['suka', 'sih', 'bagus', 'cuman', 'poinnya', 'cepat', 'habis', 'tunggu', 'beli']","['suka', 'sih', 'bagus', 'cuman', 'poin', 'cepat', 'habis', 'tunggu', 'beli']"
Bobby Heryanto. K,👍👍👍,5,2021-06-10 15:11:21,,,[],[],[],[],[]
andi etong,Great game,5,2021-06-10 14:08:23,Great game,great game,"['great', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
nadyanad aesthetic,I love it ❤️,5,2021-06-09 12:32:01,I love it ,i love it ,"['i', 'love', 'it']","['saya', 'cinta', 'itu']",['cinta'],['cinta'],['cinta']
Nilam A,"Bagus gamenya, tapi energinya boros banget baru 5 menit main langsung habis dan nunggunya lama😌 3/4⭐",3,2021-06-09 06:33:18,Bagus gamenya tapi energinya boros banget baru  menit main langsung habis dan nunggunya lama ,bagus gamenya tapi energinya boros banget baru  menit main langsung habis dan nunggunya lama ,"['bagus', 'gamenya', 'tapi', 'energinya', 'boros', 'banget', 'baru', 'menit', 'main', 'langsung', 'habis', 'dan', 'nunggunya', 'lama']","['bagus', 'gamenya', 'tapi', 'energinya', 'boros', 'banget', 'baru', 'menit', 'main', 'langsung', 'habis', 'dan', 'menunggu', 'lama']","['bagus', 'gamenya', 'energinya', 'boros', 'banget', 'menit', 'main', 'habis', 'menunggu']","['bagus', 'gamenya', 'energinya', 'boros', 'banget', 'menit', 'main', 'habis', 'menunggu']","['bagus', 'gamenya', 'energi', 'boros', 'banget', 'menit', 'main', 'habis', 'tunggu']"
Dewi Kuntari,"Udh masuk chapter 2. Pas baru mulai, tiba2 blank gitu trus keluar sendiri. Udh coba uninstal dan instal lagi. Tapi ga ada perubahan Tolong diperbaharui, kalau msh blank juga ya tak uninstal saja.",2,2021-06-09 01:54:21,Udh masuk chapter  Pas baru mulai tiba blank gitu trus keluar sendiri Udh coba uninstal dan instal lagi Tapi ga ada perubahan Tolong diperbaharui kalau msh blank juga ya tak uninstal saja,udh masuk chapter  pas baru mulai tiba blank gitu trus keluar sendiri udh coba uninstal dan instal lagi tapi ga ada perubahan tolong diperbaharui kalau msh blank juga ya tak uninstal saja,"['udh', 'masuk', 'chapter', 'pas', 'baru', 'mulai', 'tiba', 'blank', 'gitu', 'trus', 'keluar', 'sendiri', 'udh', 'coba', 'uninstal', 'dan', 'instal', 'lagi', 'tapi', 'ga', 'ada', 'perubahan', 'tolong', 'diperbaharui', 'kalau', 'msh', 'blank', 'juga', 'ya', 'tak', 'uninstal', 'saja']","['sudah', 'masuk', 'chapter', 'pas', 'baru', 'mulai', 'tiba', 'kosong', 'begitu', 'terus', 'keluar', 'sendiri', 'sudah', 'coba', 'uninstall', 'dan', 'instal', 'lagi', 'tapi', 'tidak', 'ada', 'perubahan', 'tolong', 'diperbarui', 'kalau', 'masih', 'kosong', 'juga', 'ya', 'tidak', 'uninstall', 'saja']","['chapter', 'pas', 'kosong', 'coba', 'uninstall', 'instal', 'tidak', 'perubahan', 'tolong', 'diperbarui', 'kosong', 'tidak', 'uninstall']","['chapter', 'pas', 'kosong', 'coba', 'uninstall', 'instal', 'tidak_perubahan', 'tolong', 'diperbarui', 'kosong', 'tidak_uninstall']","['chapter', 'pas', 'kosong', 'coba', 'uninstall', 'instal', 'tidak ubah', 'tolong', 'baru', 'kosong', 'tidak uninstall']"
ariq dhiaulhaq,"Great game, i like it so much.... thou the energy is very slow",4,2021-06-08 17:12:46,Great game i like it so much thou the energy is very slow,great game i like it so much thou the energy is very slow,"['great', 'game', 'i', 'like', 'it', 'so', 'much', 'thou', 'the', 'energy', 'is', 'very', 'slow']","['bagus', 'game', 'saya', 'suka', 'itu', 'jadi', 'banyak', 'kamu', 'the', 'energi', 'adalah', 'sangat', 'lambat']","['bagus', 'game', 'suka', 'the', 'energi', 'lambat']","['bagus', 'game', 'suka', 'the', 'energi', 'lambat']","['bagus', 'game', 'suka', 'the', 'energi', 'lambat']"
Linda Wahid,"Gamenya menarik, karena baru main jadi tak enjoy dulu lah ya",4,2021-06-08 14:44:27,Gamenya menarik karena baru main jadi tak enjoy dulu lah ya,gamenya menarik karena baru main jadi tak enjoy dulu lah ya,"['gamenya', 'menarik', 'karena', 'baru', 'main', 'jadi', 'tak', 'enjoy', 'dulu', 'lah', 'ya']","['gamenya', 'menarik', 'karena', 'baru', 'main', 'jadi', 'tidak', 'menikmati', 'dulu', 'lah', 'ya']","['gamenya', 'menarik', 'main', 'tidak', 'menikmati']","['gamenya', 'menarik', 'main', 'tidak_menikmati']","['gamenya', 'tarik', 'main', 'tidak nikmat']"
